Gen|5|20|16
Gen|5|21|10
Gen|5|22|17
Gen|5|23|13
Gen|5|24|13
Gen|5|25|12
Gen|5|26|18
Gen|5|27|16
Gen|5|28|13
Gen|5|29|29
Gen|5|30|18
Gen|5|31|16
Gen|5|32|14
Gen|6|1|22
Gen|6|2|24
Gen|6|3|28
Gen|6|4|43
Gen|6|5|27
Gen|6|6|20
Gen|6|7|41
Gen|6|8|10
Gen|6|9|21
Gen|6|10|9
Gen|6|11|14
Gen|6|12|21
Gen|6|13|32
Gen|6|14|23
Gen|6|15|34
Gen|6|16|40
Gen|6|17|37
Gen|6|18|28
Gen|6|19|30
Gen|6|20|33
Gen|6|21|29
Gen|6|22|13
Gen|7|1|26
Gen|7|2|30
Gen|7|3|24
Gen|7|4|37
Gen|7|5|11
Gen|7|6|16
Gen|7|7|26
Gen|7|8|22
Gen|7|9|21
Gen|7|10|18
Gen|7|11|38
Gen|7|12|12
Gen|7|13|31
Gen|7|14|37
Gen|7|15|21
Gen|7|16|24
Gen|7|17|26
Gen|7|18|21
Gen|7|19|21
Gen|7|20|12
Gen|7|21|31
Gen|7|22|18
Gen|7|23|49
Gen|7|24|12
Gen|8|1|33
Gen|8|2|20
Gen|8|3|23
Gen|8|4|20
Gen|8|5|27
Gen|8|6|23
Gen|8|7|22
Gen|8|8|22
Gen|8|9|49
Gen|8|10|18
Gen|8|11|33
Gen|8|12|20
Gen|8|13|50
Gen|8|14|18
Gen|8|15|6
Gen|8|16|18
Gen|8|17|46
Gen|8|18|16
Gen|8|19|23
Gen|8|20|26
Gen|8|21|51
Gen|8|22|22
Gen|9|1|19
Gen|9|2|46
Gen|9|3|21
Gen|9|4|15
Gen|9|5|40
Gen|9|6|20
Gen|9|7|16
Gen|9|8|12
Gen|9|9|15
Gen|9|10|38
Gen|9|11|35
Gen|9|12|28
Gen|9|13|23
Gen|9|14|23
Gen|9|15|32
Gen|9|16|35
Gen|9|17|26
Gen|9|18|24
Gen|9|19|15
Gen|9|20|12
Gen|9|21|16
Gen|9|22|18
Gen|9|23|36
Gen|9|24|16
Gen|9|25|16
Gen|9|26|16
Gen|9|27|19
Gen|9|28|11
Gen|9|29|15
Gen|10|1|23
Gen|10|2|17
Gen|10|3|10
Gen|10|4|11
Gen|10|5|23
Gen|10|6|12
Gen|10|7|22
Gen|10|8|14
Gen|10|9|21
Gen|10|10|19
Gen|10|11|16
Gen|10|12|12
Gen|10|13|10
Gen|10|14|11
Gen|10|15|9
Gen|10|16|9
Gen|10|17|9
Gen|10|18|19
Gen|10|19|30
Gen|10|20|19
Gen|10|21|23
Gen|10|22|13
Gen|10|23|12
Gen|10|24|8
Gen|10|25|27
Gen|10|26|10
Gen|10|27|6
Gen|10|28|6
Gen|10|29|13
Gen|10|30|16
Gen|10|31|18
Gen|10|32|28
Gen|11|1|12
Gen|11|2|25
Gen|11|3|28
Gen|11|4|39
Gen|11|5|18
Gen|11|6|35
Gen|11|7|19
Gen|11|8|23
Gen|11|9|36
Gen|11|10|20
Gen|11|11|15
Gen|11|12|10
Gen|11|13|17
Gen|11|14|8
Gen|11|15|17
Gen|11|16|10
Gen|11|17|17
Gen|11|18|8
Gen|11|19|17
Gen|11|20|10
Gen|11|21|17
Gen|11|22|8
Gen|11|23|15
Gen|11|24|10
Gen|11|25|17
Gen|11|26|11
Gen|11|27|17
Gen|11|28|18
Gen|11|29|34
Gen|11|30|8
Gen|11|31|51
Gen|11|32|16
Gen|12|1|30
Gen|12|2|25
Gen|12|3|25
Gen|12|4|29
Gen|12|5|47
Gen|12|6|24
Gen|12|7|29
Gen|12|8|44
Gen|12|9|9
Gen|12|10|25
Gen|12|11|34
Gen|12|12|31
Gen|12|13|26
Gen|12|14|22
Gen|12|15|20
Gen|12|16|26
Gen|12|17|16
Gen|12|18|26
Gen|12|19|28
Gen|12|20|20
Gen|13|1|23
Gen|13|2|12
Gen|13|3|27
Gen|13|4|24
Gen|13|5|13
Gen|13|6|26
Gen|13|7|28
Gen|13|8|28
Gen|13|9|43
Gen|13|10|44
Gen|13|11|22
Gen|13|12|22
Gen|13|13|13
Gen|13|14|33
Gen|13|15|19
Gen|13|16|31
Gen|13|17|23
Gen|13|18|26
Gen|14|1|26
Gen|14|2|32
Gen|14|3|15
Gen|14|4|12
Gen|14|5|32
Gen|14|6|14
Gen|14|7|26
Gen|14|8|43
Gen|14|9|26
Gen|14|10|28
Gen|14|11|18
Gen|14|12|16
Gen|14|13|35
Gen|14|14|29
Gen|14|15|28
Gen|14|16|24
Gen|14|17|36
Gen|14|18|20
Gen|14|19|19
Gen|14|20|22
Gen|14|21|18
Gen|14|22|27
Gen|14|23|32
Gen|14|24|28
Gen|15|1|27
Gen|15|2|25
Gen|15|3|21
Gen|15|4|32
Gen|15|5|33
Gen|15|6|14
Gen|15|7|26
Gen|15|8|14
Gen|15|9|35
Gen|15|10|26
Gen|15|11|13
Gen|15|12|23
Gen|15|13|35
Gen|15|14|20
Gen|15|15|18
Gen|15|16|20
Gen|15|17|28
Gen|15|18|32
Gen|15|19|8
Gen|15|20|9
Gen|15|21|12
Gen|16|1|19
Gen|16|2|40
Gen|16|3|32
Gen|16|4|24
Gen|16|5|39
Gen|16|6|31
Gen|16|7|24
Gen|16|8|26
Gen|16|9|19
Gen|16|10|23
Gen|16|11|32
Gen|16|12|31
Gen|16|13|29
Gen|16|14|13
Gen|16|15|16
Gen|16|16|14
Gen|17|1|30
Gen|17|2|15
Gen|17|3|12
Gen|17|4|18
Gen|17|5|25
Gen|17|6|21
Gen|17|7|34
Gen|17|8|34
Gen|17|9|20
Gen|17|10|25
Gen|17|11|22
Gen|17|12|38
Gen|17|13|31
Gen|17|14|27
Gen|17|15|23
Gen|17|16|33
Gen|17|17|35
Gen|17|18|12
Gen|17|19|37
Gen|17|20|36
Gen|17|21|22
Gen|17|22|13
Gen|17|23|47
Gen|17|24|18
Gen|17|25|18
Gen|17|26|11
Gen|17|27|22
Gen|18|1|24
Gen|18|2|35
Gen|18|3|22
Gen|18|4|19
Gen|18|5|36
Gen|18|6|26
Gen|18|7|26
Gen|18|8|30
Gen|18|9|17
Gen|18|10|36
Gen|18|11|23
Gen|18|12|20
Gen|18|13|22
Gen|18|14|29
Gen|18|15|19
Gen|18|16|22
Gen|18|17|14
Gen|18|18|23
Gen|18|19|43
Gen|18|20|20
Gen|18|21|29
Gen|18|22|19
Gen|18|23|15
Gen|18|24|24
Gen|18|25|41
Gen|18|26|24
Gen|18|27|23
Gen|18|28|34
Gen|18|29|27
Gen|18|30|36
Gen|18|31|33
Gen|18|32|35
Gen|18|33|21
Gen|19|1|36
Gen|19|2|48
Gen|19|3|32
Gen|19|4|29
Gen|19|5|30
Gen|19|6|15
Gen|19|7|10
Gen|19|8|48
Gen|19|9|49
Gen|19|10|20
Gen|19|11|28
Gen|19|12|33
Gen|19|13|29
Gen|19|14|43
Gen|19|15|32
Gen|19|16|43
Gen|19|17|38
Gen|19|18|10
Gen|19|19|41
Gen|19|20|31
Gen|19|21|27
Gen|19|22|23
Gen|19|23|12
Gen|19|24|18
Gen|19|25|23
Gen|19|26|15
Gen|19|27|17
Gen|19|28|32
Gen|19|29|37
Gen|19|30|36
Gen|19|31|32
Gen|19|32|22
Gen|19|33|31
Gen|19|34|47
Gen|19|35|30
Gen|19|36|12
Gen|19|37|23
Gen|19|38|26
Gen|20|1|19
Gen|20|2|20
Gen|20|3|34
Gen|20|4|18
Gen|20|5|34
Gen|20|6|38
Gen|20|7|41
Gen|20|8|26
Gen|20|9|45
Gen|20|10|14
Gen|20|11|25
Gen|20|12|26
Gen|20|13|44
Gen|20|14|21
Gen|20|15|14
Gen|20|16|40
Gen|20|17|19
Gen|20|18|20
Gen|21|1|19
Gen|21|2|23
Gen|21|3|19
Gen|21|4|15
Gen|21|5|15
Gen|21|6|18
Gen|21|7|27
Gen|21|8|20
Gen|21|9|16
Gen|21|10|28
Gen|21|11|13
Gen|21|12|42
Gen|21|13|18
Gen|21|14|43
Gen|21|15|18
Gen|21|16|45
Gen|21|17|41
Gen|21|18|19
Gen|21|19|26
Gen|21|20|18
Gen|21|21|21
Gen|21|22|31
Gen|21|23|49
Gen|21|24|6
Gen|21|25|17
Gen|21|26|25
Gen|21|27|18
Gen|21|28|11
Gen|21|29|17
Gen|21|30|28
Gen|21|31|13
Gen|21|32|28
Gen|21|33|19
Gen|21|34|9
Gen|22|1|25
Gen|22|2|41
Gen|22|3|47
Gen|22|4|16
Gen|22|5|28
Gen|22|6|34
Gen|22|7|37
Gen|22|8|22
Gen|22|9|38
Gen|22|10|14
Gen|22|11|22
Gen|22|12|37
Gen|22|13|42
Gen|22|14|26
Gen|22|15|15
Gen|22|16|26
Gen|22|17|41
Gen|22|18|19
Gen|22|19|21
Gen|22|20|25
Gen|22|21|13
Gen|22|22|10
Gen|22|23|13
Gen|22|24|17
Gen|23|1|20
Gen|23|2|26
Gen|23|3|16
Gen|23|4|28
Gen|23|5|10
Gen|23|6|36
Gen|23|7|19
Gen|23|8|33
Gen|23|9|41
Gen|23|10|35
Gen|23|11|36
Gen|23|12|11
Gen|23|13|45
Gen|23|14|7
Gen|23|15|25
Gen|23|16|34
Gen|23|17|41
Gen|23|18|24
Gen|23|19|27
Gen|23|20|25
Gen|24|1|18
Gen|24|2|26
Gen|24|3|39
Gen|24|4|19
Gen|24|5|33
Gen|24|6|15
Gen|24|7|56
Gen|24|8|27
Gen|24|9|20
Gen|24|10|37
Gen|24|11|32
Gen|24|12|26
Gen|24|13|23
Gen|24|14|64
Gen|24|15|35
Gen|24|16|31
Gen|24|17|21
Gen|24|18|21
Gen|24|19|23
Gen|24|20|25
Gen|24|21|21
Gen|24|22|35
Gen|24|23|23
Gen|24|24|20
Gen|24|25|17
Gen|24|26|11
Gen|24|27|41
Gen|24|28|13
Gen|24|29|20
Gen|24|30|49
Gen|24|31|25
Gen|24|32|34
Gen|24|33|27
Gen|24|34|7
Gen|24|35|33
Gen|24|36|25
Gen|24|37|27
Gen|24|38|19
Gen|24|39|13
Gen|24|40|38
Gen|24|41|29
Gen|24|42|27
Gen|24|43|41
Gen|24|44|32
Gen|24|45|40
Gen|24|46|33
Gen|24|47|38
Gen|24|48|36
Gen|24|49|31
Gen|24|50|21
Gen|24|51|22
Gen|24|52|21
Gen|24|53|31
Gen|24|54|34
Gen|24|55|25
Gen|24|56|25
Gen|24|57|13
Gen|24|58|20
Gen|24|59|16
Gen|24|60|32
Gen|24|61|25
Gen|24|62|17
Gen|24|63|26
Gen|24|64|16
Gen|24|65|36
Gen|24|66|11
Gen|24|67|29
Gen|25|1|11
Gen|25|2|15
Gen|25|3|17
Gen|25|4|21
Gen|25|5|9
Gen|25|6|30
Gen|25|7|20
Gen|25|8|26
Gen|25|9|28
Gen|25|10|18
Gen|25|11|23
Gen|25|12|18
Gen|25|13|28
Gen|25|14|6
Gen|25|15|7
Gen|25|16|24
Gen|25|17|31
Gen|25|18|26
Gen|25|19|12
Gen|25|20|26
Gen|25|21|24
Gen|25|22|26
Gen|25|23|41
Gen|25|24|16
Gen|25|25|18
Gen|25|26|31
Gen|25|27|24
Gen|25|28|15
Gen|25|29|14
Gen|25|30|25
Gen|25|31|9
Gen|25|32|20
Gen|25|33|20
Gen|25|34|27
Gen|26|1|30
Gen|26|2|23
Gen|26|3|40
Gen|26|4|35
Gen|26|5|17
Gen|26|6|5
Gen|26|7|47
Gen|26|8|35
Gen|26|9|35
Gen|26|10|30
Gen|26|11|21
Gen|26|12|19
Gen|26|13|15
Gen|26|14|20
Gen|26|15|27
Gen|26|16|15
Gen|26|17|16
Gen|26|18|45
Gen|26|19|15
Gen|26|20|29
Gen|26|21|18
Gen|26|22|43
Gen|26|23|8
Gen|26|24|39
Gen|26|25|26
Gen|26|26|21
Gen|26|27|21
Gen|26|28|36
Gen|26|29|38
Gen|26|30|12
Gen|26|31|25
Gen|26|32|30
Gen|26|33|16
Gen|26|34|26
Gen|26|35|11
Gen|27|1|42
Gen|27|2|16
Gen|27|3|24
Gen|27|4|27
Gen|27|5|24
Gen|27|6|19
Gen|27|7|21
Gen|27|8|14
Gen|27|9|30
Gen|27|10|21
Gen|27|11|21
Gen|27|12|27
Gen|27|13|22
Gen|27|14|22
Gen|27|15|25
Gen|27|16|21
Gen|27|17|20
Gen|27|18|21
Gen|27|19|36
Gen|27|20|30
Gen|27|21|26
Gen|27|22|27
Gen|27|23|19
Gen|27|24|14
Gen|27|25|41
Gen|27|26|15
Gen|27|27|38
Gen|27|28|21
Gen|27|29|38
Gen|27|30|39
Gen|27|31|34
Gen|27|32|20
Gen|27|33|38
Gen|27|34|31
Gen|27|35|14
Gen|27|36|42
Gen|27|37|44
Gen|27|38|29
Gen|27|39|27
Gen|27|40|34
Gen|27|41|36
Gen|27|42|39
Gen|27|43|16
Gen|27|44|13
Gen|27|45|39
Gen|27|46|45
Gen|28|1|25
Gen|28|2|27
Gen|28|3|20
Gen|28|4|31
Gen|28|5|25
Gen|28|6|44
Gen|28|7|14
Gen|28|8|13
Gen|28|9|28
Gen|28|10|10
Gen|28|11|40
Gen|28|12|31
Gen|28|13|38
Gen|28|14|47
Gen|28|15|42
Gen|28|16|22
Gen|28|17|27
Gen|28|18|34
Gen|28|19|21
Gen|28|20|34
Gen|28|21|18
Gen|28|22|30
Gen|29|1|17
Gen|29|2|39
Gen|29|3|32
Gen|29|4|17
Gen|29|5|18
Gen|29|6|23
Gen|29|7|29
Gen|29|8|27
Gen|29|9|17
Gen|29|10|45
Gen|29|11|11
Gen|29|12|23
Gen|29|13|40
Gen|29|14|23
Gen|29|15|24
Gen|29|16|20
Gen|29|17|11
Gen|29|18|17
Gen|29|19|24
Gen|29|20|23
Gen|29|21|21
Gen|29|22|14
Gen|29|23|25
Gen|29|24|13
Gen|29|25|40
Gen|29|26|19
Gen|29|27|23
Gen|29|28|18
Gen|29|29|14
Gen|29|30|23
Gen|29|31|17
Gen|29|32|31
Gen|29|33|32
Gen|29|34|33
Gen|29|35|26
Gen|30|1|25
Gen|30|2|25
Gen|30|3|26
Gen|30|4|15
Gen|30|5|8
Gen|30|6|25
Gen|30|7|12
Gen|30|8|22
Gen|30|9|19
Gen|30|10|8
Gen|30|11|12
Gen|30|12|9
Gen|30|13|19
Gen|30|14|36
Gen|30|15|40
Gen|30|16|42
Gen|30|17|14
Gen|30|18|24
Gen|30|19|10
Gen|30|20|31
Gen|30|21|11
Gen|30|22|13
Gen|30|23|15
Gen|30|24|16
Gen|30|25|30
Gen|30|26|27
Gen|30|27|32
Gen|30|28|12
Gen|30|29|19
Gen|30|30|38
Gen|30|31|34
Gen|30|32|41
Gen|30|33|44
Gen|30|34|13
Gen|30|35|48
Gen|30|36|18
Gen|30|37|31
Gen|30|38|34
Gen|30|39|15
Gen|30|40|40
Gen|30|41|32
Gen|30|42|20
Gen|30|43|17
Gen|31|1|31
Gen|31|2|16
Gen|31|3|23
Gen|31|4|14
Gen|31|5|27
Gen|31|6|13
Gen|31|7|20
Gen|31|8|33
Gen|31|9|15
Gen|31|10|37
Gen|31|11|19
Gen|31|12|33
Gen|31|13|35
Gen|31|14|22
Gen|31|15|19
Gen|31|16|26
Gen|31|17|13
Gen|31|18|38
Gen|31|19|17
Gen|31|20|18
Gen|31|21|25
Gen|31|22|13
Gen|31|23|22
Gen|31|24|28
Gen|31|25|24
Gen|31|26|28
Gen|31|27|33
Gen|31|28|20
Gen|31|29|36
Gen|31|30|23
Gen|31|31|24
Gen|31|32|34
Gen|31|33|33
Gen|31|34|27
Gen|31|35|35
Gen|31|36|31
Gen|31|37|32
Gen|31|38|29
Gen|31|39|32
Gen|31|40|22
Gen|31|41|32
Gen|31|42|42
Gen|31|43|50
Gen|31|44|23
Gen|31|45|12
Gen|31|46|24
Gen|31|47|10
Gen|31|48|22
Gen|31|49|19
Gen|31|50|29
Gen|31|51|20
Gen|31|52|35
Gen|31|53|27
Gen|31|54|26
Gen|31|55|26
Gen|32|1|13
Gen|32|2|20
Gen|32|3|19
Gen|32|4|28
Gen|32|5|27
Gen|32|6|26
Gen|32|7|27
Gen|32|8|21
Gen|32|9|36
Gen|32|10|39
Gen|32|11|33
Gen|32|12|25
Gen|32|13|22
Gen|32|14|14
Gen|32|15|17
Gen|32|16|31
Gen|32|17|29
Gen|32|18|25
Gen|32|19|28
Gen|32|20|38
Gen|32|21|15
Gen|32|22|25
Gen|32|23|16
Gen|32|24|18
Gen|32|25|32
Gen|32|26|23
Gen|32|27|13
Gen|32|28|28
Gen|32|29|31
Gen|32|30|22
Gen|32|31|17
Gen|32|32|36
Gen|33|1|33
Gen|33|2|20
Gen|33|3|21
Gen|33|4|20
Gen|33|5|32
Gen|33|6|13
Gen|33|7|22
Gen|33|8|27
Gen|33|9|14
Gen|33|10|45
Gen|33|11|31
Gen|33|12|18
Gen|33|13|36
Gen|33|14|40
Gen|33|15|33
Gen|33|16|10
Gen|33|17|25
Gen|33|18|28
Gen|33|19|30
Gen|33|20|10
Gen|34|1|20
Gen|34|2|25
Gen|34|3|21
Gen|34|4|14
Gen|34|5|29
Gen|34|6|14
Gen|34|7|43
Gen|34|8|24
Gen|34|9|18
Gen|34|10|23
Gen|34|11|27
Gen|34|12|26
Gen|34|13|21
Gen|34|14|26
Gen|34|15|22
Gen|34|16|28
Gen|34|17|22
Gen|34|18|9
Gen|34|19|29
Gen|34|20|22
Gen|34|21|42
Gen|34|22|28
Gen|34|23|26
Gen|34|24|34
Gen|34|25|41
Gen|34|26|24
Gen|34|27|18
Gen|34|28|24
Gen|34|29|24
Gen|34|30|53
Gen|34|31|13
Gen|35|1|34
Gen|35|2|29
Gen|35|3|37
Gen|35|4|34
Gen|35|5|27
Gen|35|6|24
Gen|35|7|26
Gen|35|8|22
Gen|35|9|15
Gen|35|10|30
Gen|35|11|32
Gen|35|12|26
Gen|35|13|14
Gen|35|14|31
Gen|35|15|14
Gen|35|16|24
Gen|35|17|25
Gen|35|18|26
Gen|35|19|14
Gen|35|20|18
Gen|35|21|12
Gen|35|22|32
Gen|35|23|17
Gen|35|24|7
Gen|35|25|10
Gen|35|26|23
Gen|35|27|22
Gen|35|28|11
Gen|35|29|28
Gen|36|1|10
Gen|36|2|28
Gen|36|3|7
Gen|36|4|10
Gen|36|5|24
Gen|36|6|50
Gen|36|7|26
Gen|36|8|9
Gen|36|9|15
Gen|36|10|25
Gen|36|11|13
Gen|36|12|22
Gen|36|13|21
Gen|36|14|27
Gen|36|15|25
Gen|36|16|26
Gen|36|17|38
Gen|36|18|29
Gen|36|19|14
Gen|36|20|19
Gen|36|21|22
Gen|36|22|14
Gen|36|23|15
Gen|36|24|31
Gen|36|25|14
Gen|36|26|14
Gen|36|27|11
Gen|36|28|9
Gen|36|29|17
Gen|36|30|22
Gen|36|31|22
Gen|36|32|17
Gen|36|33|15
Gen|36|34|14
Gen|36|35|29
Gen|36|36|11
Gen|36|37|14
Gen|36|38|13
Gen|36|39|35
Gen|36|40|28
Gen|36|41|6
Gen|36|42|6
Gen|36|43|28
Gen|37|1|17
Gen|37|2|45
Gen|37|3|27
Gen|37|4|25
Gen|37|5|18
Gen|37|6|15
Gen|37|7|31
Gen|37|8|34
Gen|37|9|35
Gen|37|10|47
Gen|37|11|11
Gen|37|12|11
Gen|37|13|30
Gen|37|14|42
Gen|37|15|23
Gen|37|16|17
Gen|37|17|29
Gen|37|18|21
Gen|37|19|10
Gen|37|20|34
Gen|37|21|19
Gen|37|22|41
Gen|37|23|29
Gen|37|24|21
Gen|37|25|40
Gen|37|26|19
Gen|37|27|30
Gen|37|28|34
Gen|37|29|19
Gen|37|30|18
Gen|37|31|19
Gen|37|32|31
Gen|37|33|24
Gen|37|34|18
Gen|37|35|40
Gen|37|36|18
Gen|38|1|26
Gen|38|2|23
Gen|38|3|13
Gen|38|4|14
Gen|38|5|23
Gen|38|6|13
Gen|38|7|17
Gen|38|8|21
Gen|38|9|39
Gen|38|10|14
Gen|38|11|43
Gen|38|12|31
Gen|38|13|19
Gen|38|14|47
Gen|38|15|17
Gen|38|16|47
Gen|38|17|25
Gen|38|18|40
Gen|38|19|21
Gen|38|20|26
Gen|38|21|30
Gen|38|22|27
Gen|38|23|24
Gen|38|24|44
Gen|38|25|39
Gen|38|26|30
Gen|38|27|18
Gen|38|28|32
Gen|38|29|36
Gen|38|30|20
Gen|39|1|33
Gen|39|2|23
Gen|39|3|24
Gen|39|4|29
Gen|39|5|52
Gen|39|6|33
Gen|39|7|23
Gen|39|8|32
Gen|39|9|37
Gen|39|10|28
Gen|39|11|30
Gen|39|12|25
Gen|39|13|21
Gen|39|14|42
Gen|39|15|29
Gen|39|16|13
Gen|39|17|26
Gen|39|18|23
Gen|39|19|33
Gen|39|20|26
Gen|39|21|23
Gen|39|22|29
Gen|39|23|32
Gen|40|1|27
Gen|40|2|22
Gen|40|3|24
Gen|40|4|21
Gen|40|5|40
Gen|40|6|18
Gen|40|7|24
Gen|40|8|34
Gen|40|9|22
Gen|40|10|27
Gen|40|11|26
Gen|40|12|17
Gen|40|13|34
Gen|40|14|33
Gen|40|15|28
Gen|40|16|30
Gen|40|17|27
Gen|40|18|16
Gen|40|19|30
Gen|40|20|39
Gen|40|21|18
Gen|40|22|12
Gen|40|23|11
Gen|41|1|22
Gen|41|2|21
Gen|41|3|29
Gen|41|4|20
Gen|41|5|22
Gen|41|6|15
Gen|41|7|21
Gen|41|8|46
Gen|41|9|15
Gen|41|10|24
Gen|41|11|22
Gen|41|12|39
Gen|41|13|23
Gen|41|14|28
Gen|41|15|34
Gen|41|16|18
Gen|41|17|17
Gen|41|18|21
Gen|41|19|29
Gen|41|20|16
Gen|41|21|30
Gen|41|22|18
Gen|41|23|16
Gen|41|24|26
Gen|41|25|21
Gen|41|26|19
Gen|41|27|32
Gen|41|28|20
Gen|41|29|14
Gen|41|30|29
Gen|41|31|22
Gen|41|32|27
Gen|41|33|19
Gen|41|34|28
Gen|41|35|30
Gen|41|36|32
Gen|41|37|18
Gen|41|38|24
Gen|41|39|23
Gen|41|40|27
Gen|41|41|16
Gen|41|42|31
Gen|41|43|32
Gen|41|44|26
Gen|41|45|30
Gen|41|46|31
Gen|41|47|12
Gen|41|48|43
Gen|41|49|21
Gen|41|50|25
Gen|41|51|25
Gen|41|52|23
Gen|41|53|15
Gen|41|54|31
Gen|41|55|32
Gen|41|56|32
Gen|41|57|22
Gen|42|1|22
Gen|42|2|30
Gen|42|3|11
Gen|42|4|18
Gen|42|5|22
Gen|42|6|37
Gen|42|7|39
Gen|42|8|10
Gen|42|9|27
Gen|42|10|16
Gen|42|11|15
Gen|42|12|17
Gen|42|13|32
Gen|42|14|17
Gen|42|15|22
Gen|42|16|41
Gen|42|17|10
Gen|42|18|16
Gen|42|19|28
Gen|42|20|22
Gen|42|21|38
Gen|42|22|29
Gen|42|23|16
Gen|42|24|29
Gen|42|25|32
Gen|42|26|11
Gen|42|27|28
Gen|42|28|40
Gen|42|29|21
Gen|42|30|21
Gen|42|31|13
Gen|42|32|25
Gen|42|33|40
Gen|42|34|36
Gen|42|35|36
Gen|42|36|33
Gen|42|37|31
Gen|42|38|46
Gen|43|1|8
Gen|43|2|31
Gen|43|3|26
Gen|43|4|16
Gen|43|5|30
Gen|43|6|21
Gen|43|7|48
Gen|43|8|34
Gen|43|9|33
Gen|43|10|13
Gen|43|11|46
Gen|43|12|31
Gen|43|13|11
Gen|43|14|29
Gen|43|15|28
Gen|43|16|33
Gen|43|17|16
Gen|43|18|52
Gen|43|19|21
Gen|43|20|15
Gen|43|21|42
Gen|43|22|23
Gen|43|23|35
Gen|43|24|24
Gen|43|25|20
Gen|43|26|26
Gen|43|27|24
Gen|43|28|24
Gen|43|29|37
Gen|43|30|27
Gen|43|31|16
Gen|43|32|42
Gen|43|33|25
Gen|43|34|31
Gen|44|1|30
Gen|44|2|29
Gen|44|3|16
Gen|44|4|40
Gen|44|5|21
Gen|44|6|12
Gen|44|7|22
Gen|44|8|34
Gen|44|9|20
Gen|44|10|27
Gen|44|11|18
Gen|44|12|21
Gen|44|13|16
Gen|44|14|22
Gen|44|15|25
Gen|44|16|46
Gen|44|17|37
Gen|44|18|39
Gen|44|19|13
Gen|44|20|41
Gen|44|21|19
Gen|44|22|23
Gen|44|23|21
Gen|44|24|22
Gen|44|25|12
Gen|44|26|34
Gen|44|27|17
Gen|44|28|22
Gen|44|29|24
Gen|44|30|28
Gen|44|31|38
Gen|44|32|30
Gen|44|33|27
Gen|44|34|28
Gen|45|1|39
Gen|45|2|13
Gen|45|3|28
Gen|45|4|30
Gen|45|5|24
Gen|45|6|27
Gen|45|7|23
Gen|45|8|36
Gen|45|9|31
Gen|45|10|35
Gen|45|11|27
Gen|45|12|21
Gen|45|13|29
Gen|45|14|16
Gen|45|15|18
Gen|45|16|22
Gen|45|17|24
Gen|45|18|32
Gen|45|19|30
Gen|45|20|16
Gen|45|21|25
Gen|45|22|26
Gen|45|23|35
Gen|45|24|23
Gen|45|25|18
Gen|45|26|27
Gen|45|27|35
Gen|45|28|21
Gen|46|1|24
Gen|46|2|21
Gen|46|3|28
Gen|46|4|26
Gen|46|5|32
Gen|46|6|28
Gen|46|7|24
Gen|46|8|21
Gen|46|9|12
Gen|46|10|22
Gen|46|11|9
Gen|46|12|33
Gen|46|13|12
